q_type,attribute,category,question,polarity,gt,choice_1,choice_2,choice_3,choice_4
boolean,Surface smoothness,wineglass,wineglass is more smooth than quesadilla.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,quesadilla is more smooth than wineglass.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,quesadilla is less smooth than wineglass.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,wineglass is less smooth than quesadilla.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,skewer,skewer is more smooth than pineapple.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,skewer,pineapple is more smooth than skewer.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,skewer,pineapple is less smooth than skewer.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,skewer,skewer is less smooth than pineapple.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,teakettle is more smooth than flower_arrangement.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,flower_arrangement is more smooth than teakettle.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,flower_arrangement is less smooth than teakettle.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,teakettle is less smooth than flower_arrangement.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,knob,knob is more smooth than avocado.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,knob,avocado is more smooth than knob.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,knob,avocado is less smooth than knob.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,knob,knob is less smooth than avocado.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,spice_rack,spice_rack is more smooth than artichoke.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,spice_rack,artichoke is more smooth than spice_rack.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,spice_rack,artichoke is less smooth than spice_rack.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,spice_rack,spice_rack is less smooth than artichoke.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,tank_top is more smooth than casserole.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,casserole is more smooth than tank_top.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,casserole is less smooth than tank_top.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,tank_top is less smooth than casserole.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is more smooth than corkscrew.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,corkscrew is more smooth than steak_knife.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,corkscrew is less smooth than steak_knife.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is less smooth than corkscrew.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,mug,mug is more smooth than seashell.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,mug,seashell is more smooth than mug.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,mug,seashell is less smooth than mug.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,mug,mug is less smooth than seashell.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,disk,disk is more smooth than jewelry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,disk,jewelry is more smooth than disk.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,disk,jewelry is less smooth than disk.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,disk,disk is less smooth than jewelry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,mug,mug is more smooth than clothes_hamper.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,mug,clothes_hamper is more smooth than mug.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,mug,clothes_hamper is less smooth than mug.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,mug,mug is less smooth than clothes_hamper.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is more smooth than bathrobe.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,bathrobe is more smooth than steak_knife.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,bathrobe is less smooth than steak_knife.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is less smooth than bathrobe.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is more smooth than grits.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,grits is more smooth than cymbal.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,grits is less smooth than cymbal.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is less smooth than grits.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,apple,apple is more smooth than crescent_roll.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,apple,crescent_roll is more smooth than apple.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,apple,crescent_roll is less smooth than apple.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,apple,apple is less smooth than crescent_roll.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cowboy_hat,cowboy_hat is more smooth than avocado.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cowboy_hat,avocado is more smooth than cowboy_hat.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cowboy_hat,avocado is less smooth than cowboy_hat.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cowboy_hat,cowboy_hat is less smooth than avocado.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,postcard,postcard is more smooth than burrito.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,postcard,burrito is more smooth than postcard.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,postcard,burrito is less smooth than postcard.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,postcard,postcard is less smooth than burrito.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is more smooth than carrot.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,carrot is more smooth than shawl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,carrot is less smooth than shawl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is less smooth than carrot.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,soya_milk is more smooth than bagel.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,bagel is more smooth than soya_milk.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,bagel is less smooth than soya_milk.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,soya_milk is less smooth than bagel.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,green_onion is more smooth than strawberry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,strawberry is more smooth than green_onion.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,strawberry is less smooth than green_onion.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,green_onion is less smooth than strawberry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is more smooth than crescent_roll.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,crescent_roll is more smooth than cymbal.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,crescent_roll is less smooth than cymbal.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is less smooth than crescent_roll.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is more smooth than bath_mat.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,bath_mat is more smooth than honey.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,bath_mat is less smooth than honey.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is less smooth than bath_mat.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,soupspoon,soupspoon is more smooth than grits.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,soupspoon,grits is more smooth than soupspoon.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,soupspoon,grits is less smooth than soupspoon.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,soupspoon,soupspoon is less smooth than grits.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,wet_suit,wet_suit is more smooth than quesadilla.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,wet_suit,quesadilla is more smooth than wet_suit.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,wet_suit,quesadilla is less smooth than wet_suit.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,wet_suit,wet_suit is less smooth than quesadilla.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,egg_yolk,egg_yolk is more smooth than thread.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,egg_yolk,thread is more smooth than egg_yolk.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,egg_yolk,thread is less smooth than egg_yolk.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,egg_yolk,egg_yolk is less smooth than thread.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,grape,grape is more smooth than bagel.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,grape,bagel is more smooth than grape.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,grape,bagel is less smooth than grape.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,grape,grape is less smooth than bagel.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,wooden_spoon is more smooth than sweet_potato.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,sweet_potato is more smooth than wooden_spoon.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,sweet_potato is less smooth than wooden_spoon.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,wooden_spoon,wooden_spoon is less smooth than sweet_potato.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,volleyball,volleyball is more smooth than bandage.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,volleyball,bandage is more smooth than volleyball.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,volleyball,bandage is less smooth than volleyball.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,volleyball,volleyball is less smooth than bandage.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,knife,knife is more smooth than brownie.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,knife,brownie is more smooth than knife.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,knife,brownie is less smooth than knife.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,knife,knife is less smooth than brownie.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,balloon,balloon is more smooth than almond.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,balloon,almond is more smooth than balloon.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,balloon,almond is less smooth than balloon.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,balloon,balloon is less smooth than almond.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,board_game,board_game is more smooth than brussels_sprouts.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,board_game,brussels_sprouts is more smooth than board_game.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,board_game,brussels_sprouts is less smooth than board_game.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,board_game,board_game is less smooth than brussels_sprouts.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,sweat_pants is more smooth than cantaloupe.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,cantaloupe is more smooth than sweat_pants.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,cantaloupe is less smooth than sweat_pants.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sweat_pants,sweat_pants is less smooth than cantaloupe.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,skirt,skirt is more smooth than trunk.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,skirt,trunk is more smooth than skirt.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,skirt,trunk is less smooth than skirt.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,skirt,skirt is less smooth than trunk.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,frisbee is more smooth than thread.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,thread is more smooth than frisbee.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,thread is less smooth than frisbee.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,frisbee is less smooth than thread.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,soya_milk is more smooth than coconut.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,coconut is more smooth than soya_milk.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,coconut is less smooth than soya_milk.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,soya_milk,soya_milk is less smooth than coconut.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,sweet_pepper is more smooth than clementine.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,clementine is more smooth than sweet_pepper.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,clementine is less smooth than sweet_pepper.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,sweet_pepper is less smooth than clementine.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,file_folder,file_folder is more smooth than corkscrew.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,file_folder,corkscrew is more smooth than file_folder.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,file_folder,corkscrew is less smooth than file_folder.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,file_folder,file_folder is less smooth than corkscrew.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,dish,dish is more smooth than clementine.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,dish,clementine is more smooth than dish.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,dish,clementine is less smooth than dish.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,dish,dish is less smooth than clementine.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,thumbtack,thumbtack is more smooth than casserole.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,thumbtack,casserole is more smooth than thumbtack.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,thumbtack,casserole is less smooth than thumbtack.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,thumbtack,thumbtack is less smooth than casserole.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is more smooth than sponge.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,sponge is more smooth than cymbal.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,sponge is less smooth than cymbal.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cymbal,cymbal is less smooth than sponge.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,cream_pitcher,cream_pitcher is more smooth than sweet_potato.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,cream_pitcher,sweet_potato is more smooth than cream_pitcher.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,cream_pitcher,sweet_potato is less smooth than cream_pitcher.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,cream_pitcher,cream_pitcher is less smooth than sweet_potato.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,tank_top is more smooth than keg.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,keg is more smooth than tank_top.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,keg is less smooth than tank_top.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,tank_top,tank_top is less smooth than keg.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,vessel,vessel is more smooth than bathrobe.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,vessel,bathrobe is more smooth than vessel.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,vessel,bathrobe is less smooth than vessel.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,vessel,vessel is less smooth than bathrobe.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,hardware_store,hardware_store is more smooth than almond.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,hardware_store,almond is more smooth than hardware_store.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,hardware_store,almond is less smooth than hardware_store.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,hardware_store,hardware_store is less smooth than almond.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,tablecloth,tablecloth is more smooth than waffle_iron.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,tablecloth,waffle_iron is more smooth than tablecloth.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,tablecloth,waffle_iron is less smooth than tablecloth.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,tablecloth,tablecloth is less smooth than waffle_iron.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,teakettle is more smooth than casserole.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,casserole is more smooth than teakettle.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,casserole is less smooth than teakettle.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,teakettle,teakettle is less smooth than casserole.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,gift_wrap,gift_wrap is more smooth than strawberry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,gift_wrap,strawberry is more smooth than gift_wrap.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,gift_wrap,strawberry is less smooth than gift_wrap.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,gift_wrap,gift_wrap is less smooth than strawberry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,washbasin,washbasin is more smooth than baguet.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,washbasin,baguet is more smooth than washbasin.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,washbasin,baguet is less smooth than washbasin.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,washbasin,washbasin is less smooth than baguet.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,sportswear is more smooth than brussels_sprouts.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,brussels_sprouts is more smooth than sportswear.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,brussels_sprouts is less smooth than sportswear.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sportswear,sportswear is less smooth than brussels_sprouts.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,sweet_pepper is more smooth than seashell.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,seashell is more smooth than sweet_pepper.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,seashell is less smooth than sweet_pepper.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,sweet_pepper,sweet_pepper is less smooth than seashell.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,soup_bowl,soup_bowl is more smooth than beef.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,soup_bowl,beef is more smooth than soup_bowl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,soup_bowl,beef is less smooth than soup_bowl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,soup_bowl,soup_bowl is less smooth than beef.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,calendar,calendar is more smooth than artichoke.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,calendar,artichoke is more smooth than calendar.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,calendar,artichoke is less smooth than calendar.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,calendar,calendar is less smooth than artichoke.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,green_onion is more smooth than wreath.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,wreath is more smooth than green_onion.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,wreath is less smooth than green_onion.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,green_onion,green_onion is less smooth than wreath.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is more smooth than thimble.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,thimble is more smooth than shawl.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,shawl,thimble is less smooth than shawl.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,shawl,shawl is less smooth than thimble.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,business_card,business_card is more smooth than flower_arrangement.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,business_card,flower_arrangement is more smooth than business_card.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,business_card,flower_arrangement is less smooth than business_card.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,business_card,business_card is less smooth than flower_arrangement.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,hardback,hardback is more smooth than sponge.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,hardback,sponge is more smooth than hardback.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,hardback,sponge is less smooth than hardback.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,hardback,hardback is less smooth than sponge.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,crowbar,crowbar is more smooth than clothes_hamper.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,crowbar,clothes_hamper is more smooth than crowbar.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,crowbar,clothes_hamper is less smooth than crowbar.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,crowbar,crowbar is less smooth than clothes_hamper.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,postcard,postcard is more smooth than corkscrew.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,postcard,corkscrew is more smooth than postcard.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,postcard,corkscrew is less smooth than postcard.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,postcard,postcard is less smooth than corkscrew.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is more smooth than flower_arrangement.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,flower_arrangement is more smooth than honey.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,flower_arrangement is less smooth than honey.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is less smooth than flower_arrangement.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,frisbee is more smooth than cantaloupe.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,cantaloupe is more smooth than frisbee.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,cantaloupe is less smooth than frisbee.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,frisbee,frisbee is less smooth than cantaloupe.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,shampoo,shampoo is more smooth than cake.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,shampoo,cake is more smooth than shampoo.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,shampoo,cake is less smooth than shampoo.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,shampoo,shampoo is less smooth than cake.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,ski_pole,ski_pole is more smooth than wreath.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,ski_pole,wreath is more smooth than ski_pole.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,ski_pole,wreath is less smooth than ski_pole.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,ski_pole,ski_pole is less smooth than wreath.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,hard_candy,hard_candy is more smooth than corkscrew.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,hard_candy,corkscrew is more smooth than hard_candy.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,hard_candy,corkscrew is less smooth than hard_candy.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,hard_candy,hard_candy is less smooth than corkscrew.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,wineglass is more smooth than clothes_hamper.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,clothes_hamper is more smooth than wineglass.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,clothes_hamper is less smooth than wineglass.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,wineglass,wineglass is less smooth than clothes_hamper.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is more smooth than brownie.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,brownie is more smooth than steak_knife.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,brownie is less smooth than steak_knife.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,steak_knife,steak_knife is less smooth than brownie.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,hand_glass,hand_glass is more smooth than cantaloupe.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,hand_glass,cantaloupe is more smooth than hand_glass.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,hand_glass,cantaloupe is less smooth than hand_glass.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,hand_glass,hand_glass is less smooth than cantaloupe.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,dishwasher,dishwasher is more smooth than corn.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,dishwasher,corn is more smooth than dishwasher.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,dishwasher,corn is less smooth than dishwasher.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,dishwasher,dishwasher is less smooth than corn.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,rubber_band is more smooth than brussels_sprouts.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,brussels_sprouts is more smooth than rubber_band.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,brussels_sprouts is less smooth than rubber_band.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,rubber_band,rubber_band is less smooth than brussels_sprouts.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is more smooth than strawberry.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,strawberry is more smooth than honey.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,honey,strawberry is less smooth than honey.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,honey,honey is less smooth than strawberry.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,crayon,crayon is more smooth than seashell.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,crayon,seashell is more smooth than crayon.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,crayon,seashell is less smooth than crayon.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,crayon,crayon is less smooth than seashell.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,display,display is more smooth than almond.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,display,almond is more smooth than display.,pos,False,True,False,N/A,N/A
boolean,Surface smoothness,display,almond is less smooth than display.,neg,True,True,False,N/A,N/A
boolean,Surface smoothness,display,display is less smooth than almond.,neg,False,True,False,N/A,N/A
boolean,Surface smoothness,stool,stool is more smooth than casserole.,pos,True,True,False,N/A,N/A
boolean,Surface smoothness,stool,casserole is more smooth than stool.,pos,False,True,False,N/A,N/A
